OBJECTID,name,introduction,difficulty,completionTime,hasAlerts,introductionThumbnail,walkingAndTrampingWebPage,dateLoadedToGIS,Shape__Length
4777,Flagstaff Hill Track,"Enjoy 360 degree views of the Bay of Islands from this important historic site - the Union Jack was first flown here in 1840, then chopped down four times up till 1845 as a symbolic gesture against British rule.",Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16961/flagstaff-hill-sundial-223.jpg,https://www.doc.govt.nz/link/240A2B08-5FBB-4305-865C-452C5894836B.aspx,2018-06-22T04:19:19.000Z,1350.7861
4778,Four Sisters Walk,"This short, easy forest walk leads to four tall kauri trees growing extremely close together - it's a good option with children.",Easiest,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17680/four-sisters-800.jpg,https://www.doc.govt.nz/link/10966006-D979-49D2-BAFD-9CEEF408626B.aspx,2018-06-22T04:19:38.000Z,586.5608903
4779,Fowlers Pass Track,Fowlers Pass (1296 m) connects Fowlers Hut on Tophouse Road with Stanley Vale and Lake Guyon huts in the St James Conservation Area.,Advanced,5 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/52285/fowlers-pass-1200.jpg,https://www.doc.govt.nz/link/B5FAD048-C210-4327-AA42-AFE64B2A5D2A.aspx,2018-06-22T04:19:39.000Z,15362.99521
4780,Gentle Annie Track,"One of the most popular day trips in the park is the climb to Mountain House Shelter along the easy grade of the Gentle Annie Track.

",Easy,3 hr 30 min - 4 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/10815/rocky-lookout-1200.jpg,https://www.doc.govt.nz/link/A16818A5-CC0C-4396-825C-6C8B2EC10F47.aspx,2018-06-22T04:19:39.000Z,7091.349772
4781,Gibbston River Trail,The Gibbston River Trail is a walking and mountain bike track that stretches 11km from the historic Kawarau Suspension Bridge along the south bank of the Kawarau River. ,Easy,1 - 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/56892/gibbston-valley-trail-1920.jpg,https://www.doc.govt.nz/link/BC9A1550-276D-40D0-BB01-F89B7EABD70C.aspx,2018-06-22T04:19:39.000Z,10808.62116
4782,Glentui Loop Track,This family walk starts from the pleasant Glentui picnic area. ,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20715/glentui-stream-1200.jpg,https://www.doc.govt.nz/link/67B43219-5A9C-481A-8CB2-E5C2627E5F6C.aspx,2018-06-22T04:19:40.000Z,2462.407093
4783,Goat Island Walkway  ,This return walk traverses the coast part way to Cape Rodney. overlooking New Zealand's oldest and most popular marine reserve.  ,Easy,45 min to 1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/6553/goat-island-coastal-walkway-390.jpg,https://www.doc.govt.nz/link/BC9DFA83-B046-403F-A833-7A6C6D5A114A.aspx,2018-06-22T04:19:40.000Z,1408.041126
4784,Grahams Bush Track,Climb through native bush with views of Otago Harbour and Otago Peninsula.,Easy,2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/27893/sunset-mt-cargil-1200.jpg,https://www.doc.govt.nz/link/5FEFEC35-6E44-442F-876F-D5AD4A4BD5F9.aspx,2018-06-22T04:19:41.000Z,2132.356864
4785,Grandview Mountain Track,"Trampers are well rewarded for their effort from the upper sections of the greater Grandview Range with inspiring views over Lakes Hāwea and Wanaka and mountains beyond. 
	
",Advanced,4 - 6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/107406/grandview-mountain-track-220.jpg,https://www.doc.govt.nz/link/ED22E25C-0CA0-4D3C-B158-42B6DEED7EFD.aspx,2018-06-22T04:19:41.000Z,8617.298125
4786,Gray's Bush Scenic Reserve walks,These walks pass through a remnant of the tall kahikatea (podocarp) forest which once covered much of the Gisborne plains - the shorter option is suitable for buggies and wheelchairs.,Easiest,15 min - 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18411/grays-bush-220.jpg,https://www.doc.govt.nz/link/8A8E4049-065D-4CF0-9A63-1302F6053805.aspx,2018-06-22T04:19:41.000Z,1004.34956
4787,Hanging Valley Track,"This steep tramping track in Deep Cove, Doubtful Sound leads up to an impressive hanging valley and views of the Huntleigh Falls and Deep Cove.",Advanced,2 - 3 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/64665/hanging-valley-doubtful-sound-223.jpg,https://www.doc.govt.nz/link/840B08CA-3FE3-4EF9-A5CB-5A43B24B9C75.aspx,2018-06-22T04:19:42.000Z,1691.394418
4788,Harihari Coastal Walkway,"Harihari Coastal Walkway is one of the most scenic walkways on the West Coast, with spectacular views of forest, rivers, mountains and coastline.",Easy,2 hr 45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/25910/hhcw-223.jpg,https://www.doc.govt.nz/link/F28E072B-6D97-41B2-A607-BE47FB65804A.aspx,2018-06-22T04:19:42.000Z,7163.281
4789,Harts Creek Track,"This walkway to a bird hide, where you can easily view birdlife, is a great walk for children and families.  ",Easiest,40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/DD4BD6A9-EF60-4855-98D6-23A4DC1F774E.aspx,2018-06-22T04:19:42.000Z,1368.376805
4790,Harwoods Hole Track,"At the end of Harwoods Hole Track is Harwoods Hole, the deepest vertical shaft in New Zealand. Find out how to get there and important safety information.",Easy,45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/44179/harwoods-hole-1200.jpg,https://www.doc.govt.nz/link/69172D93-10F2-40E3-A0C5-0F8E38A815FD.aspx,2018-06-22T04:19:42.000Z,2612.022193
4791,Hauturu Highpoint Track ,Climb onto a razor back ridge in the Waima Ranges for sensational views and pristine vegetation.,Advanced,5 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20428/Waiotemarama-223.jpg,https://www.doc.govt.nz/link/C9F7BD48-9684-453F-9B38-1FEBDA35C028.aspx,2018-06-22T04:19:42.000Z,5487.9848
4792,Hideaway Hut Route,This little gem of a hut is tucked away in Ahuriri Conservation Park. ,Expert,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/119817/hideaway-hut-access-565.jpg,https://www.doc.govt.nz/link/424B1667-0A62-4D83-A7ED-880EF270378B.aspx,2018-06-22T04:19:43.000Z,2038.63973
4793,Hokitika Gorge Walk,"Enjoy excellent views of the blue-green waters of the Hokitika River as it makes its way through the rock sided Hokitika Gorge - this short, easy walk is a great option for kids.",Easiest,15 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/43555/hokitika-gorge-2-1920.jpg,https://www.doc.govt.nz/link/6DB41893-784A-488A-808F-3D7F0560F04E.aspx,2018-06-22T04:19:44.000Z,609.4229794
4794,Holdsworth roadend to Powell Hut/Mount Holdsworth,This tramp follows the Mount Holdsworth Track to Powell Hut. From the rocky outcrop below the hut you get a view of High Ridge and Totara Flats far below.,Intermediate,"Powell Hut: 5 – 6 hr, Mount Holdsworth: 7 – 8 hr",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/10816/powell-hut-223.jpg,https://www.doc.govt.nz/link/F54BF17D-5B0F-4A0A-AC21-06FBB0947AF9.aspx,2018-06-22T04:19:44.000Z,10399.49809
4795,Horokaka Track,Horokaka Track is a challenging track that includes strenuous climbing. The track leads up to an old logging road and then follows the ridge to the Horokaka Transmitter.,Advanced,3 hr 45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17446/Tangihua-forest2-223.jpg,https://www.doc.govt.nz/link/CC1DEA11-2193-447F-BB4D-3B0DCD558BD2.aspx,2018-06-22T04:19:45.000Z,4562.345007
4796,Huka Falls tracks,"Take a scenic walk along the banks of the Waikato River, or simply explore the many lookout points at Huka Falls, one of the most visited natural attractions in New Zealand - these short, easy walks are great for kids.","Easiest,Easy",10 min | 1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/148905/hukalookouts-thumb.jpg,https://www.doc.govt.nz/link/9AED2653-15CD-4A30-96E9-7391441F9D1F.aspx,2018-06-22T04:19:45.000Z,2865.77364
4797,Humboldt Falls Track,"This easy, well graded walking track from the Hollyford Road takes you on a short climb through rainforest to the lookout of the impressive Humboldt Falls.",Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63429/humboldt-falls-223.jpg,https://www.doc.govt.nz/link/4F6C749E-1B4A-4E36-9DE5-19860BF018C5.aspx,2018-06-22T04:19:45.000Z,552.5527021
4798,Invincible Gold Mine Track,"Built by miners in the 1880s, the Invincible Gold Mine Track is an uphill walk that offers wonderful views of the Rees Valley and Mt Earnslaw/Pikirakatahi.",Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20307/invincible-mine-1920.jpg,https://www.doc.govt.nz/link/F6E9CB37-03A0-4FD4-B0A6-195532BA0062.aspx,2018-06-22T04:19:46.000Z,2252.231112
4799,Iron Gate Hut Track,Iron Gate Hut is a good day's hike along a sidle track up the Oroua River valley. Longer tramps are possible from this hut. Stay a night and return the same way.,Advanced,4 - 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/28972/iron-gate-hut-track-220.jpg,https://www.doc.govt.nz/link/2C0CDEA3-6893-4358-A285-E9848857F2D9.aspx,2018-06-22T04:19:46.000Z,7943.397617
4800,Jack's Point Track,"A walk with superb lake and mountain views over undulating open grassland and scattered scrub, ending at Jack's Point. 
",Easy,4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/61441/jacks-point-track223.jpg,https://www.doc.govt.nz/link/8A19E795-F5A6-4DBD-9546-9B6DA6E795B4.aspx,2018-06-22T04:19:46.000Z,7240.026853
4801,Jackson Bay Okahu walks,"For an easy walk head to the rocky shore where kids of all ages can explore tidal pools, or follow an old pioneer's track before continuing down the river to the coast.",Easy,20 min - 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19561/lake-ellery-1200.jpg,https://www.doc.govt.nz/link/EE0F84C0-A554-4230-9A22-8FECFED15AB1.aspx,2018-06-22T04:19:46.000Z,6067.516674
4802,Kaharoa Kōkako Track,"Walk through beautiful forest to Onaia Stream, a tranquil and secluded spot that's ideal for a picnic or to cool off in - with geocaches as well this short walk has plenty to keep kids interested.",Advanced,45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16594/kaharoa-kokako-track-1200.jpg,https://www.doc.govt.nz/link/CC09CCAA-78A6-4389-9C87-B36CFA231839.aspx,2018-06-22T04:19:47.000Z,1131.947017
4803,Kahikatea Walk,"Walk through recovering wetland and remnant of flooded forest on this short, easy loop walk - it's a good option for kids.",Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18862/kahikatea-walk-223.jpg,https://www.doc.govt.nz/link/64ED3A14-5233-4116-969E-B1CEB0A5B0E2.aspx,2018-06-22T04:19:47.000Z,1117.042356
4804,Kahikatea Walk,This easy walk is a great introduction to broadleaved forest suitable for young and old. ,Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/25567/kahikatea-1200.jpg,https://www.doc.govt.nz/link/FA82A8A9-0DA8-4F0E-8C9E-C26ECCE2C457.aspx,2018-06-22T04:19:47.000Z,1252.186524
4805,Kai Iwi Lakes Coastal Track,Walk across farmland to the expansive Ripiro Beach.,"Easy,Advanced",30 min one way | 2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/41884B97-F668-475B-A821-B9ECC992D08E.aspx,2018-06-22T04:19:47.000Z,8068.935535
4806,Kaihoka Lakes Walk,This 10 minute walk begins beside one lake and heads gently down to the other.,Easy,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/25790/kaihoka-lakes-1200-2.jpg,https://www.doc.govt.nz/link/AA6D264F-A575-4F3E-967A-426542111A70.aspx,2018-06-22T04:19:47.000Z,599.2196408
4807,Kaitake Range walking tracks,The Kaitake Range is remarkably different from the rest of Egmont National Park with its variety of warmth-loving semi-coastal forest. ,Easy,Various times under 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/FFAD4BF0-C602-4EE2-8EBD-3247193C1164.aspx,2018-06-22T04:19:48.000Z,7073.552007
4808,Kaitoke Hot Springs Track to Mt Hobson (Hirakimata),Kaitoke Hot Springs Track is a popular easy walk following the edge of the Kaitoke Swamp to sulphurous hot springs. Continue on the Peach Tree Track to Mt Hobson (Hirakimata).,"Easiest,Advanced",45 min | 4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18117/kaitoke-track-1200.jpg,https://www.doc.govt.nz/link/206B3B62-91C8-4F6A-8ABE-95CF67ABDD94.aspx,2018-06-22T04:19:48.000Z,5759.623173
4809,Kakepuku Track,"The Kakepuku Track in Kakepuku Historic Reserve climbs up through bush to the summit of Kakepuku, an old volcano. ",Advanced,2 - 3 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/9336/mount-kakepuku-people-1200.jpg,https://www.doc.govt.nz/link/A6D2B906-D4A3-4EBE-BE46-F81825BA0F9D.aspx,2018-06-22T04:19:48.000Z,3539.196513
4810,Kamahi Loop Track,Discover 'goblin forest' on this short walk.,Easiest,15-30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/26090/kamahi-forest-1920.jpg,https://www.doc.govt.nz/link/BEC9DD8A-869C-414E-8BA0-63B4BAD80E14.aspx,2018-06-22T04:19:48.000Z,445.5105203
4811,Kānuka Track,Kānuka Loop Track is the only DOC-managed bush walk in Central Otago.,Advanced,5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20068/logantown-bendigo-1200.jpg,https://www.doc.govt.nz/link/C0A1D910-F1DE-4604-9DB4-0C7F74D5EDC4.aspx,2018-06-22T04:19:49.000Z,9720.53566
4812,Kapowairua (Spirits Bay) to Pandora,This 3 hour walk along beautiful Spirits Bay takes you to Pandora where you can stop to observe shore birds or camp for the night.,Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18880/tapotupotu-bay-from-spirits-bay-track-1200.jpg,https://www.doc.govt.nz/link/4ED1E3D9-46A8-4CFE-ABC2-61E65F5E55B3.aspx,2018-06-22T04:19:49.000Z,17562.7012
4813,Karangahake Windows Walk,This short walk boasts beautiful scenery and spectacular mining remnants including disused gold mining tunnels - kids will love it!,Easiest,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/42024/windows-walk-1200.jpg,https://www.doc.govt.nz/link/F7126DCA-75CC-431D-BBE6-6D16C37B2F63.aspx,2018-06-22T04:19:50.000Z,1331.310221
4814,Kashmir Road tramping tracks,"Kashmir Road climbs far and high into Ruahine Forest Park and provides quick access to the high country. Daphne Hut, Awatere Hut and Longview Hut are all accessible by track from the road.",Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19868/stag-spur-223.jpg,https://www.doc.govt.nz/link/4CF9635F-A024-41F0-B807-661BFE9E3626.aspx,2018-06-22T04:19:50.000Z,9220.037777
4815,Kauri Block Track,The Kauri Block walk on the Coromandel Peninsula follows a ridge through regenerating bush and native plantings. Be sure to walk up the side track which leads you to a pa and offers spectacular views.,Easy,1 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11806/kauri-block-1200.jpg,https://www.doc.govt.nz/link/D644A48C-0051-48FD-B630-E76780A0F517.aspx,2018-06-22T04:19:50.000Z,1499.878123
4816,Kauri Bushman's Walk,"This short kauri forest walk is gentle, making it suitable for children and an easy opportunity to enjoy the unique kauri forest environment. ",Easiest,15 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17639/kauri-bushmans-1200.jpg,https://www.doc.govt.nz/link/57C48CD8-9591-4948-B7DE-4D8FA97B277C.aspx,2018-06-22T04:19:50.000Z,265.1957755
4817,Kauri Dam Walk,This easy walk takes you through regenerating forest and by the remains of an old timber dam before coming to a viewing area.,Easy,55 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17427/Tangihua-forest1-223.jpg,https://www.doc.govt.nz/link/37E2B678-790E-46C8-B3C2-BF71F65D0BC7.aspx,2018-06-22T04:19:51.000Z,320.9138059
4818,Kawatiri Historic Railway Walk,This easy walk follows a short section of the former railway line that ran from Nelson towards Murchison.,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/32696/kawatiri-tunnel-1200.jpg,https://www.doc.govt.nz/link/B9C2C7BE-D34C-4C05-8C3A-A2CD68F689C3.aspx,2018-06-22T04:19:51.000Z,1016.771432
4819,Kaweka Road tramping tracks,From Kaweka Road you can access Makahu Saddle via Whittle Road. The saddle is a popular starting point for backcountry tramping trips.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/30634/kaweka-j-223.jpg,https://www.doc.govt.nz/link/0679B9D7-E896-4E39-9643-C6BB2CA1AF66.aspx,2018-06-22T04:19:51.000Z,8347.077785
